1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.401623010635376
1.0,-2.37904691696167
1.0,-2.3737494945526123
1.0,-2.42946195602417
1.0,-2.4015886783599854
1.0,-2.380300760269165
1.0,-2.453233480453491
1.0,-2.5250048637390137
1.0,-2.505725383758545
1.0,-2.5048935413360596
1.0,-2.5517191886901855
1.0,-2.443096160888672
1.0,-2.565237283706665
1.0,-2.448859930038452
1.0,-2.4923226833343506
1.0,-2.512458562850952
1.0,-2.538969039916992
1.0,-2.587648391723633
1.0,-2.632266044616699
1.0,-2.564199686050415
1.0,-2.614459276199341
1.0,-2.635852813720703
1.0,-2.7072982788085938
1.0,-2.710318088531494
1.0,-2.7211689949035645
1.0,-2.700484037399292
1.0,-2.71994686126709
1.0,-2.7147157192230225
1.0,-2.688840627670288
1.0,-2.6840763092041016
1.0,-2.676778554916382
1.0,-2.678640604019165
1.0,-2.7040300369262695
1.0,-2.720414876937866
1.0,-2.7188968658447266
1.0,-2.741499185562134
1.0,-2.847367286682129
1.0,-2.9424257278442383
1.0,-2.934087038040161
1.0,-2.9696104526519775
1.0,-2.987921714782715
1.0,-2.9861717224121094
1.0,-2.9659528732299805
1.0,-2.905428647994995
1.0,-2.820826292037964
1.0,-2.7588963508605957
1.0,-2.7452292442321777
1.0,-2.7430295944213867
1.0,-2.75761079788208
1.0,-2.76900315284729
1.0,-2.748960494995117
1.0,-2.7149200439453125
1.0,-2.7024593353271484
1.0,-2.6950745582580566
1.0,-2.6897616386413574
1.0,-2.6934220790863037
1.0,-2.6987085342407227
1.0,-2.689549446105957
1.0,-2.6687588691711426
1.0,-2.670835494995117
1.0,-2.6939618587493896
1.0,-2.7164971828460693
1.0,-2.714416027069092
1.0,-2.6871533393859863
1.0,-2.6716227531433105
1.0,-2.654191493988037
1.0,-2.6685829162597656
1.0,-2.6710453033447266
1.0,-2.6717615127563477
1.0,-2.686711549758911
1.0,-2.6860508918762207
1.0,-2.7294507026672363
1.0,-2.7662668228149414
1.0,-2.7657551765441895
1.0,-2.7238426208496094
1.0,-2.7471675872802734
1.0,-2.785498857498169
1.0,-2.8342156410217285
1.0,-2.816901206970215
1.0,-2.835663318634033
1.0,-2.8689324855804443
1.0,-2.903813123703003
1.0,-2.90889835357666
1.0,-2.9395198822021484
1.0,-2.9660236835479736
1.0,-3.002544641494751
1.0,-2.9338412284851074
1.0,-2.937652587890625
1.0,-2.8526546955108643
1.0,-2.7818362712860107
1.0,-2.759732484817505
1.0,-2.689486026763916
1.0,-2.665900945663452
1.0,-2.674801826477051
1.0,-2.7449986934661865
1.0,-2.7394983768463135
1.0,-2.7362172603607178
1.0,-2.75809383392334
1.0,-2.758329153060913
1.0,-2.8001296520233154
1.0,-2.79038405418396
1.0,-2.7889113426208496
1.0,-2.759061098098755
1.0,-2.70063853263855
1.0,-2.701502799987793
1.0,-2.696319341659546
1.0,-2.7040152549743652
1.0,-2.710543155670166
1.0,-2.684725761413574
1.0,-2.651639223098755
1.0,-2.6687729358673096
1.0,-2.6702427864074707
1.0,-2.6565003395080566
1.0,-2.6423511505126953
1.0,-2.6196608543395996
1.0,-2.603290557861328
1.0,-2.6145546436309814
1.0,-2.612194776535034
1.0,-2.6275670528411865
1.0,-2.629409074783325
1.0,-2.642487049102783
1.0,-2.7018885612487793
1.0,-2.7556850910186768
1.0,-2.858964681625366
1.0,-2.8841464519500732
1.0,-2.8612654209136963
1.0,-2.888136625289917
1.0,-2.9423115253448486
1.0,-2.9691078662872314
1.0,-2.9786970615386963
1.0,-3.004802703857422
1.0,-3.004087448120117
1.0,-2.900362253189087
1.0,-2.842221975326538
1.0,-2.735818386077881
1.0,-2.806093454360962
1.0,-2.7705960273742676
1.0,-2.9272572994232178
1.0,-3.1904456615448
1.0,-2.9174323081970215
1.0,-2.766227960586548
1.0,-2.7106130123138428
1.0,-2.527827739715576
1.0,-2.5105206966400146
1.0,-2.360062837600708
1.0,-2.359743356704712
1.0,-2.3633196353912354
1.0,-2.597397804260254
1.0,-2.8213741779327393
1.0,-2.970092296600342
1.0,-2.993610143661499
1.0,-3.200917959213257
1.0,-3.077605962753296
1.0,-2.6533660888671875
1.0,-2.6590070724487305
1.0,-2.2095751762390137
1.0,-2.190188407897949
1.0,-2.2061407566070557
1.0,-2.2708280086517334
1.0,-2.28877854347229
1.0,-2.3011763095855713
1.0,-2.315582275390625
1.0,-2.3173766136169434
1.0,-2.3218517303466797
1.0,-2.3384058475494385
1.0,-2.336982250213623
1.0,-2.36911678314209
1.0,-2.359697103500366
1.0,-2.363393545150757
1.0,-2.3886003494262695
1.0,-2.4058425426483154
1.0,-2.4112987518310547
1.0,-2.4655568599700928
1.0,-2.489391565322876
1.0,-2.495108127593994
1.0,-2.5756218433380127
1.0,-2.5860588550567627
1.0,-2.64499568939209
1.0,-2.564974308013916
1.0,-2.471606731414795
1.0,-2.4390134811401367
1.0,-2.438011646270752
1.0,-2.4026222229003906
1.0,-2.3910858631134033
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
1.0,-2.190188407897949
