1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
0.0,-2.382981538772583
0.0,-2.382981538772583
0.0,-2.382981538772583
0.0,-2.382981538772583
0.0,-2.7769558429718018
0.0,-2.777391195297241
0.0,-2.681342363357544
0.0,-2.7461040019989014
0.0,-2.670785903930664
0.0,-2.7889957427978516
0.0,-2.7243475914001465
0.0,-2.6585402488708496
0.0,-2.6022093296051025
0.0,-2.635859489440918
0.0,-2.6682567596435547
0.0,-2.5903851985931396
0.0,-2.4684202671051025
0.0,-2.548778533935547
0.0,-2.6479432582855225
0.0,-2.748422861099243
0.0,-2.728468179702759
0.0,-2.6818950176239014
0.0,-2.5970849990844727
0.0,-2.555302381515503
0.0,-2.6005094051361084
0.0,-2.607882261276245
0.0,-2.4737484455108643
0.0,-2.441221237182617
0.0,-2.382981538772583
0.0,-2.394087076187134
0.0,-2.4182605743408203
0.0,-2.439772605895996
0.0,-2.4575250148773193
0.0,-2.4823360443115234
0.0,-2.443559169769287
0.0,-2.514190196990967
0.0,-2.482769727706909
0.0,-2.492032289505005
0.0,-2.4746265411376953
0.0,-2.613262891769409
0.0,-2.546243906021118
0.0,-2.5332565307617188
0.0,-2.382981538772583
0.0,-2.382981538772583
0.0,-2.382981538772583
0.0,-2.382981538772583
0.0,-2.382981538772583
0.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
1.0,-2.382981538772583
